prix;Kilométrage;Mise en circulation;Énergie;Boite vitesse;Puissance fiscale;Transmission;Carrosserie;Date de l'annonce;Gouvernorat;Marque;Modèle;Génération;Couleur extérieure;Couleur intérieure;Sellerie;Nombre de places;Nombre de portes;Cylindrée
145000DT;54000km;06.2021;Essence;Automatique;9cv;Traction;SUV/4x4;26.03.2024;Tunis;Volkswagen;Tiguan;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
36900DT;53000km;08.2021;Essence;Manuelle;5cv;Traction;SUV/4x4;26.03.2024;BenArous;Mahindra;KUV100;"""""";Grisargent;"""""";"""""";"""""";"""""";""""""
75000DT;215000km;06.2014;Essence;Automatique;11cv;Traction;SUV/4x4;26.03.2024;BenArous;BMW;X3;"""""";Noir;"""""";"""""";"""""";"""""";""""""
55000DT;264000km;10.2012;Diesel;Manuelle;7cv;Traction;Pickup;26.03.2024;BenArous;Volkswagen;Amarok;"""""";Grisanthracite;"""""";"""""";"""""";"""""";""""""
52000DT;298000km;07.2004;Diesel;Manuelle;17cv;Traction;Autres;26.03.2024;BenArous;Isuzu;NKR66SimpleCabine;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
35000DT;437000km;01.2008;Diesel;Manuelle;6cv;Traction;Berline;26.03.2024;BenArous;Volkswagen;Passat;"""""";Noir;"""""";"""""";"""""";"""""";""""""
78000DT;224000km;04.2008;Essence;Automatique;21cv;Traction;SUV/4x4;26.03.2024;BenArous;Porsche;Cayenne;"""""";Grisanthracite;"""""";"""""";"""""";"""""";""""""
87000DT;53000km;05.2018;Essence;Automatique;8cv;Traction;SUV/4x4;26.03.2024;BenArous;KIA;Sportage;"""""";Noir;"""""";"""""";"""""";"""""";""""""
80000DT;169000km;05.2020;Essence;Automatique;7cv;Traction;SUV/4x4;26.03.2024;BenArous;Peugeot;3008;"""""";Noir;"""""";"""""";"""""";"""""";""""""
39900DT;1000km;12.2023;Essence;Manuelle;5cv;Traction;SUV/4x4;26.03.2024;BenArous;Mahindra;KUV100;"""""";Rouge;Noir;Tissu;5;4;1998cm³
132000DT;108000km;08.2015;Diesel;Automatique;11cv;Traction;SUV/4x4;26.03.2024;Tunis;LandRover;Discovery;"""""";Beige;"""""";"""""";"""""";"""""";""""""
44000DT;91000km;10.2019;Essence;Manuelle;6cv;Traction;Berline;26.03.2024;BenArous;Dongfeng;S50;"""""";Noir;"""""";"""""";"""""";"""""";""""""
59900DT;170000km;04.2019;Essence;Automatique;6cv;Traction;Citadine;26.03.2024;Ariana;Volkswagen;Golf7;"""""";Bleu;"""""";"""""";"""""";"""""";""""""
195000DT;50000km;02.2014;Essence;Manuelle;11cv;Traction;SUV/4x4;26.03.2024;BenArous;Toyota;Prado;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
77000DT;120000km;12.2020;Essence;Automatique;9cv;Traction;SUV/4x4;26.03.2024;BenArous;Haval;H6;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
35900DT;26000km;01.2022;Essence;Manuelle;5cv;Traction;SUV/4x4;26.03.2024;Ariana;Mahindra;KUV100;"""""";Rouge;"""""";"""""";"""""";"""""";""""""
99900DT;40000km;07.2021;Essence;Manuelle;6cv;Traction;Citadine;26.03.2024;Tunis;Volkswagen;Golf8;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
124000DT;21000km;02.2022;Essence;Automatique;8cv;Traction;Berline;26.03.2024;Ariana;Skoda;Octavia;"""""";Noir;"""""";"""""";"""""";"""""";""""""
34500DT;203000km;08.2008;Essence;Automatique;11cv;Traction;Berline;26.03.2024;Ariana;Audi;A6;"""""";Noir;"""""";"""""";"""""";"""""";""""""
39000DT;357000km;05.2007;Diesel;Automatique;8cv;Traction;Pickup;26.03.2024;Ariana;Nissan;Navara;"""""";Blanc;Noir;Similicuir;5;4;2499cm³
65000DT;32000km;03.2021;Essence;Manuelle;8cv;Traction;SUV/4x4;26.03.2024;BenArous;Dongfeng;SX3;"""""";Rouge;"""""";"""""";"""""";"""""";""""""
73900DT;100000km;11.2018;Essence;Manuelle;6cv;Traction;Citadine;26.03.2024;Ariana;Volkswagen;Golf7;"""""";Bleu;"""""";"""""";"""""";"""""";""""""
30000DT;87000km;11.2018;Essence;Manuelle;5cv;Traction;SUV/4x4;26.03.2024;BenArous;Mahindra;KUV100;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
249000DT;12000km;02.2022;Essence;Automatique;9cv;Traction;Berline;26.03.2024;Ariana;Mercedes-Benz;ClasseE;"""""";Noir;"""""";"""""";"""""";"""""";""""""
115000DT;119000km;05.2015;Essence;Automatique;8cv;Traction;Berline;26.03.2024;BenArous;Mercedes-Benz;ClasseC;"""""";Noir;"""""";"""""";"""""";"""""";""""""
50000DT;197000km;05.2016;Diesel;Manuelle;9cv;Traction;Pickup;26.03.2024;BenArous;Mazda;BT-50;"""""";Beige;"""""";"""""";"""""";"""""";""""""
75000DT;120000km;05.2019;Essence;Automatique;9cv;Traction;SUV/4x4;26.03.2024;Ariana;Peugeot;5008;"""""";Grisanthracite;Noir;Similicuir;7;4;1595cm³
65000DT;79000km;07.2018;Essence;Manuelle;6cv;Traction;Citadine;26.03.2024;BenArous;Seat;Leon;"""""";Blanc;Gris;Tissu;"""""";"""""";""""""
27900DT;115000km;10.2018;Diesel;Manuelle;5cv;Traction;Utilitaire;26.03.2024;BenArous;Fiat;Fiorino;"""""";Blanc;Noir;Tissu;2;2;1289cm³
48900DT;144000km;11.2018;Essence;Manuelle;7cv;Traction;Citadine;26.03.2024;Tunis;Renault;Megane;"""""";Noir;Noir;Similicuir;5;4;1469cm³
36000DT;87000km;11.2020;Essence;Manuelle;5cv;Traction;SUV/4x4;26.03.2024;Tunis;Mahindra;KUV100;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
85000DT;20000km;08.2021;Essence;Automatique;9cv;Traction;Berline;26.03.2024;Tunis;MG;6;"""""";Grisanthracite;Noir;Similicuir;5;4;1499cm³
71500DT;66000km;08.2020;Essence;Manuelle;6cv;Traction;Citadine;26.03.2024;Ariana;Seat;Leon;"""""";Bleu;"""""";"""""";"""""";"""""";""""""
32000DT;85000km;12.2016;Essence;Manuelle;6cv;Traction;Berline;26.03.2024;BenArous;Chery;E3;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
83500DT;225000km;08.2013;Diesel;Automatique;7cv;Traction;Berline;26.03.2024;Ariana;Mercedes-Benz;ClasseE;"""""";Grisanthracite;"""""";"""""";"""""";"""""";""""""
32900DT;90000km;06.2017;Essence;Manuelle;4cv;Traction;Citadine;26.03.2024;Ariana;Toyota;Aygo;"""""";Noir;"""""";"""""";"""""";"""""";""""""
109000DT;63000km;11.2018;Essence;Manuelle;7cv;Traction;Berline;26.03.2024;BenArous;Volkswagen;Passat;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
86000DT;151000km;07.2014;Essence;Automatique;10cv;Traction;Coupé;26.03.2024;BenArous;BMW;Série4Coupé;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
70000DT;27000km;04.2022;Essence;Manuelle;5cv;Traction;Citadine;26.03.2024;BenArous;KIA;Rio5p;IVPhase2;"""""";"""""";"""""";"""""";"""""";""""""
78000DT;212000km;09.2009;Essence;Automatique;30cv;Traction;SUV/4x4;26.03.2024;BenArous;Porsche;Cayenne;"""""";Noir;"""""";"""""";"""""";"""""";""""""
89900DT;52000km;10.2020;Essence;Manuelle;6cv;Traction;SUV/4x4;26.03.2024;Ariana;Volkswagen;T-roc;"""""";Grisargent;Noir;Cuirintégral;5;4;999.0cm³
49000DT;191000km;04.2015;Essence;Manuelle;5cv;Traction;Citadine;26.03.2024;BenArous;Volkswagen;Golf7;"""""";Grisargent;Noir;Similicuir;5;4;1198cm³
82500DT;64000km;07.2020;Essence;Automatique;7cv;Traction;Coupé;26.03.2024;Ariana;Mazda;3;"""""";Rouge;"""""";"""""";"""""";"""""";""""""
32900DT;179000km;12.2008;Essence;Manuelle;7cv;Traction;Citadine;26.03.2024;BenArous;BMW;Série1;"""""";Noir;Noir;Tissu;4;4;1597cm³
52000DT;170000km;04.2013;Diesel;Manuelle;5cv;Traction;Citadine;26.03.2024;Tunis;Volkswagen;Golf7;"""""";Grisargent;Noir;Similicuir;5;4;1599cm³
93000DT;102000km;05.2016;Essence;Automatique;7cv;Traction;Coupé;26.03.2024;Tunis;Mercedes-Benz;CLA;"""""";Blanc;Noir;Similicuir;5;4;""""""
56000DT;143000km;10.2014;Essence;Manuelle;6cv;Traction;SUV/4x4;26.03.2024;Tunis;Nissan;Qashqai;"""""";Grisanthracite;Noir;Similicuir;5;4;""""""
115000DT;126000km;01.2018;Diesel;Automatique;10cv;Traction;SUV/4x4;26.03.2024;BenArous;KIA;Sportage;"""""";Noir;Beige;Similicuir;5;5;1995cm³
79000DT;106000km;09.2019;Essence;Automatique;9cv;Traction;SUV/4x4;26.03.2024;BenArous;Haval;H6;"""""";Noir;Beige;Similicuir;5;5;1499cm³
36000DT;93000km;04.2018;Essence;Manuelle;7cv;Traction;SUV/4x4;26.03.2024;Tunis;BAICYX;KenboS2;"""""";Grisanthracite;Noir;Similicuir;5;4;1498cm³
49900DT;199000km;10.2010;Diesel;Manuelle;10cv;Propulsion;Berline;26.03.2024;Ariana;Mercedes-Benz;ClasseC;"""""";Rouge;Noir;Cuirpartiel;5;5;2199cm³
55000DT;182000km;07.2014;Essence;Manuelle;5cv;Traction;Citadine;26.03.2024;BenArous;Volkswagen;Golf7;"""""";Blanc;Noir;Tissu;5;4;1197cm³
64000DT;31000km;11.2021;Essence;Manuelle;7cv;Traction;SUV/4x4;26.03.2024;BenArous;Dongfeng;AX4;"""""";Rouge;Rouge;Similicuir;5;4;1499cm³
95000DT;138000km;11.2019;Diesel;Automatique;6cv;Traction;SUV/4x4;26.03.2024;BenArous;Peugeot;5008;"""""";Bleu;Noir;Similicuir;7;5;1499cm³
62000DT;118000km;10.2017;Essence;Manuelle;6cv;Traction;Citadine;26.03.2024;BenArous;Seat;Leon;"""""";Blanc;Rouge;Similicuir;5;4;1197cm³
210000DT;1000km;08.2023;Diesel;Automatique;8cv;Traction;Pickup;26.03.2024;BenArous;Toyota;HiluxDoubleCabine;"""""";Grisanthracite;Noir;Similicuir;5;4;2393cm³
85000DT;152000km;05.2016;Essence;Automatique;7cv;Traction;Berline;26.03.2024;BenArous;BMW;Série3;"""""";Blanc;Marron;Similicuir;5;4;1499cm³
128000DT;119000km;06.2017;Diesel;Manuelle;8cv;Traction;Pickup;26.03.2024;BenArous;Isuzu;D-MaxDoubleCabine;"""""";Beige;Noir;Similicuir;5;4;2499cm³
123000DT;28000km;07.2020;Hybrideessence;Automatique;8cv;Traction;Citadine;26.03.2024;Tunis;Volkswagen;Golf8;"""""";Jaune;Noir;Cuirintégral;5;4;1498cm³
149500DT;59000km;12.2019;Essence;Automatique;7cv;Traction;Berline;26.03.2024;Ariana;Mercedes-Benz;CLA;"""""";Noir;Beige;Similicuir;5;4;1299cm³
38500DT;114000km;01.2021;Essence;Manuelle;5cv;Traction;Berline;26.03.2024;BenArous;Suzuki;Dzire;"""""";Blanc;Noir;Tissu;5;4;1197cm³
34000DT;268000km;03.2009;Diesel;Manuelle;6cv;Traction;Berline;26.03.2024;BenArous;Volkswagen;Passat;"""""";Grisanthracite;Noir;Similicuir;5;4;1896cm³
55000DT;77000km;07.2020;Essence;Manuelle;5cv;Traction;Citadine;26.03.2024;BenArous;KIA;Rio5p;IV;"""""";"""""";"""""";"""""";"""""";""""""
39000DT;213000km;04.2011;Essence;Automatique;10cv;Traction;Berline;26.03.2024;BenArous;Audi;A6;"""""";Noir;Noir;Cuirintégral;5;4;1999cm³
65000DT;334000km;01.1985;Diesel;Manuelle;10cv;Traction;SUV/4x4;26.03.2024;Tunis;Toyota;LandCruiser;"""""";Grisanthracite;Autre;Similicuir;4;2;2496cm³
105000DT;36000km;05.2021;Essence;Automatique;8cv;Traction;SUV/4x4;26.03.2024;BenArous;Seat;Ateca;"""""";Grisanthracite;Noir;Similicuir;5;4;1395cm³
109000DT;13000km;09.2020;Essence;Manuelle;6cv;Traction;Citadine;26.03.2024;BenArous;Volkswagen;Golf8;"""""";Blanc;Noir;Cuirintégral;5;5;999cm³
85000DT;45000km;02.2020;Essence;Automatique;9cv;Traction;SUV/4x4;26.03.2024;Tunis;Haval;H6;"""""";Noir;Marron;Similicuir;5;5;1499cm³
39900DT;74000km;01.2021;Essence;Manuelle;5cv;Traction;Berline;26.03.2024;BenArous;Renault;Symbol;"""""";Grisargent;Beige;Similicuir;5;4;999cm³
48000DT;100000km;01.2018;Essence;Manuelle;7cv;Traction;Citadine;26.03.2024;BenArous;AlfaRomeo;Giulietta;IIIPhase3;"""""";"""""";"""""";"""""";"""""";""""""
39000DT;126000km;02.2018;Essence;Manuelle;6cv;Traction;Citadine;26.03.2024;BenArous;Citroën;C4;"""""";Noir;Noir;Similicuir;5;5;1199cm³
31500DT;159000km;05.2018;Essence;Manuelle;7cv;Traction;SUV/4x4;26.03.2024;Tunis;BAICYX;KenboS2;"""""";Grisanthracite;Noir;Similicuir;5;5;1498cm³
39500DT;98000km;03.2017;Essence;Manuelle;4cv;Traction;Citadine;26.03.2024;Ariana;Citroën;C3;"""""";Blanc;Noir;Tissu;5;4;1198cm³
49900DT;86000km;08.2021;Essence;Manuelle;4cv;Traction;Citadine;26.03.2024;Ariana;Seat;Ibiza;"""""";Bleu;Noir;Cuirintégral;5;4;999cm³
180000DT;61000km;06.2016;Essence;Automatique;15cv;Traction;SUV/4x4;26.03.2024;BenArous;Mitsubishi;Pajero;"""""";Grisargent;Noir;Similicuir;5;5;3497cm³
62000DT;15000km;06.2022;Essence;Automatique;6cv;Traction;SUV/4x4;26.03.2024;BenArous;Chery;Tiggo3X;"""""";Grisargent;Noir;Similicuir;5;5;998cm³
99000DT;69000km;08.2016;Essence;Automatique;8cv;Traction;Berline;26.03.2024;Ariana;Mercedes-Benz;ClasseC;"""""";Grisanthracite;Noir;Similicuir;5;5;1599cm³
47900DT;91000km;02.2015;Essence;Manuelle;6cv;Traction;SUV/4x4;26.03.2024;Ariana;Nissan;Juke;"""""";Blanc;Noir;Similicuir;5;4;1242cm³
535000DT;116000km;12.2020;Hybrideessence;Automatique;28cv;Traction;SUV/4x4;26.03.2024;BenArous;LandRover;RangeRoverSport;SportIIPhase2;"""""";"""""";"""""";"""""";"""""";""""""
68000DT;140000km;03.2016;Essence;Automatique;7cv;Traction;Citadine;26.03.2024;BenArous;BMW;Série1;"""""";Blanc;Noir;Similicuir;5;4;1498cm³
79000DT;54000km;02.2021;Essence;Automatique;6cv;Traction;SUV/4x4;26.03.2024;BenArous;Skoda;Kamiq;"""""";Rouge;Noir;Similicuir;5;5;1598cm³
29900DT;144000km;01.2009;Essence;Manuelle;7cv;Traction;Berline;26.03.2024;Tunis;Volkswagen;Jetta;"""""";Noir;Noir;Tissu;5;4;1598cm³
32900DT;134000km;08.2012;Essence;Automatique;7cv;Traction;Berline;26.03.2024;BenArous;Peugeot;508;IBerline;"""""";"""""";"""""";"""""";"""""";""""""
36500DT;179000km;08.2004;Essence;Automatique;10cv;Traction;Berline;26.03.2024;Ariana;Mercedes-Benz;CLK;"""""";Noir;Noir;Similicuir;5;4;1799cm³
65000DT;97000km;06.2020;Essence;Automatique;7cv;Traction;SUV/4x4;26.03.2024;BenArous;MG;ZS;ZSSUV;"""""";"""""";"""""";"""""";"""""";""""""
53900DT;140000km;06.2013;Essence;Manuelle;6cv;Traction;Citadine;26.03.2024;Ariana;Mercedes-Benz;ClasseA;"""""";Noir;Noir;Similicuir;5;4;1598cm³
62900DT;33000km;10.2021;Essence;Manuelle;5cv;Traction;Citadine;26.03.2024;BenArous;KIA;Rio5p;"""""";Rouge;Noir;Similicuir;5;5;1198cm³
36500DT;82000km;12.2019;Essence;Manuelle;5cv;Traction;Berline;26.03.2024;Ariana;Suzuki;Dzire;"""""";Beige;Noir;Tissu;5;4;1198cm³
35500DT;139000km;05.2018;Essence;Manuelle;4cv;Traction;Citadine;26.03.2024;BenArous;Citroën;C3;"""""";Grisargent;Noir;Similicuir;5;4;1199cm³
30900DT;225000km;04.2012;Essence;Manuelle;5cv;Traction;Citadine;26.03.2024;Ariana;Volkswagen;Polo;"""""";Marron;Noir;Tissu;5;4;1199cm³
54900DT;195000km;06.2015;Essence;Manuelle;5cv;Traction;Citadine;26.03.2024;Ariana;Volkswagen;Golf7;"""""";Blanc;Noir;Similicuir;5;4;1198cm³
32500DT;218000km;03.2011;Diesel;Manuelle;8cv;Traction;Autres;26.03.2024;BenArous;Fiat;Ducato;"""""";Blanc;Autre;Similicuir;4;2;2299cm³
35000DT;230000km;10.2010;Essence;Manuelle;7cv;Traction;Citadine;26.03.2024;BenArous;Peugeot;3008;"""""";Noir;Noir;Similicuir;5;4;1599cm³
22000DT;876000km;10.2003;Diesel;Manuelle;7cv;Traction;Autres;26.03.2024;BenArous;Volkswagen;TransporterCombi6.1;"""""";Blanc;Noir;Similicuir;9;2;1998cm³
34500DT;91000km;11.2018;Diesel;Manuelle;6cv;Traction;Utilitaire;26.03.2024;BenArous;Dacia;DokkerVan;"""""";Van;"""""";"""""";"""""";"""""";""""""
41900DT;133000km;11.2018;Essence;Manuelle;4cv;Traction;Citadine;26.03.2024;BenArous;Volkswagen;Polo;"""""";Grisargent;Noir;Similicuir;5;4;999cm³
39500DT;118000km;06.2020;Essence;Automatique;5cv;Traction;Citadine;26.03.2024;BenArous;KIA;Picanto;"""""";Noir;Rouge;Similicuir;5;4;1199cm³
89900DT;92000km;07.2017;Essence;Automatique;15cv;Traction;SUV/4x4;26.03.2024;Ariana;Mazda;CX-9;"""""";Grisanthracite;Beige;Similicuir;7;5;2498cm³
29900DT;123000km;10.2013;Essence;Manuelle;5cv;Traction;Citadine;26.03.2024;Ariana;Citroën;DS3;"""""";Bleu;Noir;Tissu;5;4;1199cm³
44000DT;121000km;06.2020;Diesel;Manuelle;5cv;Traction;Utilitaire;26.03.2024;BenArous;Citroën;BerlingoUtilitaire;"""""";Blanc;Noir;Tissu;4;3;1598cm³
34000DT;354000km;05.2011;Diesel;Manuelle;5cv;Traction;Citadine;26.03.2024;BenArous;Volkswagen;Golf6;"""""";Grisargent;Beige;Similicuir;5;4;1599cm³
25000DT;189000km;08.2007;Essence;Manuelle;4cv;Traction;Citadine;26.03.2024;BenArous;Renault;ClioCampus;"""""";Bleu;Noir;Tissu;5;4;1198cm³
95000DT;67000km;11.2019;Essence;Automatique;9cv;Traction;SUV/4x4;26.03.2024;BenArous;Peugeot;3008;"""""";Noir;Noir;Similicuir;5;4;1599cm³
31000DT;128000km;10.2014;Essence;Manuelle;4cv;Traction;Citadine;26.03.2024;BenArous;Ford;Ka;"""""";Blanc;Noir;Tissu;4;2;1198cm³
49000DT;194000km;05.2009;Essence;Manuelle;10cv;Traction;Cabriolet;26.03.2024;Tunis;BMW;Série3;"""""";Noir;Beige;Similicuir;5;2;1998cm³
30000DT;171000km;08.2008;Essence;Automatique;13cv;Traction;Berline;26.03.2024;Tunis;Volvo;S80;"""""";Noir;Beige;Similicuir;5;4;1998cm³
49000DT;205000km;11.2012;Diesel;Automatique;6cv;Traction;Citadine;26.03.2024;Tunis;Citroën;DS5;"""""";Beige;Beige;Similicuir;5;4;1560cm³
37000DT;103000km;02.2020;Essence;Manuelle;4cv;Traction;Citadine;26.03.2024;BenArous;Skoda;Fabia;"""""";Rouge;Noir;Similicuir;5;4;999cm³
37800DT;13000km;10.2023;Diesel;Manuelle;5cv;Traction;Utilitaire;26.03.2024;BenArous;Fiat;Fiorino;"""""";Blanc;Noir;Tissu;4;3;1299cm³
77500DT;67000km;09.2020;Essence;Automatique;6cv;Traction;Citadine;26.03.2024;Ariana;Volkswagen;Golf7;"""""";Grisanthracite;Noir;Tissu;5;4;1198cm³
37900DT;169000km;06.2016;Essence;Manuelle;4cv;Traction;Citadine;26.03.2024;BenArous;Seat;Ibiza;"""""";Blanc;Noir;Tissu;5;4;999cm³
67000DT;232000km;07.2013;Diesel;Automatique;12cv;Traction;SUV/4x4;26.03.2024;BenArous;KIA;Sorento;"""""";Noir;Noir;Similicuir;5;4;2199cm³
39000DT;120000km;12.2019;Essence;Manuelle;6cv;Traction;Berline;26.03.2024;Monastir;Dongfeng;S50;"""""";Noir;Noir;Tissu;5;4;1500cm³
57000DT;112000km;02.2020;Diesel;Manuelle;5cv;Traction;Citadine;26.03.2024;Nabeul;Volkswagen;Polo;"""""";GrisShark;Noir;Cuirintégral;5;5;1599cm³
45500DT;158000km;01.2021;Diesel;Manuelle;5cv;Traction;Citadine;26.03.2024;Nabeul;Peugeot;208;"""""";Blanc;Noir;Tissu;5;5;1599cm³
86000DT;158000km;10.2019;Diesel;Automatique;6cv;Traction;Citadine;26.03.2024;Nabeul;Volkswagen;Golf7;VIIPhase25Portes;"""""";"""""";"""""";"""""";"""""";""""""
98000DT;128000km;01.2018;Essence;Automatique;9cv;Traction;SUV/4x4;26.03.2024;Nabeul;Toyota;RAV4;"""""";Blanc;Noir;Cuirintégral;5;5;1988cm³
149000DT;88000km;06.2021;Diesel;Automatique;6cv;Traction;Berline;26.03.2024;Nabeul;Mercedes-Benz;ClasseC;(205)Berline;"""""";"""""";"""""";"""""";"""""";""""""
79000DT;148000km;10.2019;Essence;Automatique;6cv;Traction;SUV/4x4;26.03.2024;Nabeul;Peugeot;3008;II;"""""";"""""";"""""";"""""";"""""";""""""
169000DT;89000km;01.2021;Essence;Automatique;8cv;Traction;Berline;26.03.2024;Nabeul;Mercedes-Benz;CLA;II(118)Coupé;"""""";"""""";"""""";"""""";"""""";""""""
59500DT;129000km;05.2018;Essence;Manuelle;6cv;Traction;Compacte;26.03.2024;Sfax;Volkswagen;Golf7;VIIPhase25Portes;"""""";"""""";"""""";"""""";"""""";""""""
38600DT;40000km;08.2020;Essence;Manuelle;4cv;Traction;Citadine;26.03.2024;Sfax;KIA;PicantoPopulaire;(JA)Phase2;"""""";"""""";"""""";"""""";"""""";""""""
75000DT;112000km;08.2017;Essence;Automatique;7cv;Propulsion;Compacte;26.03.2024;Sfax;BMW;Série1;(F20)LCI5portes;"""""";"""""";"""""";"""""";"""""";""""""
42200DT;88000km;06.2020;Essence;Manuelle;6cv;Traction;Berline;26.03.2024;Tunis;Dongfeng;S50;"""""";Blanc;Noir;Tissu;5;4;1500cm³
57000DT;170000km;01.2015;Essence;Manuelle;5cv;Propulsion;Berline;26.03.2024;Tunis;Audi;A3Berline;Série3Limousine(8VS);"""""";"""""";"""""";"""""";"""""";""""""
47000DT;70568km;12.2020;Essence;Manuelle;6cv;Traction;Citadine;26.03.2024;SidiBouzid;Seat;Ibiza;VPhase2;"""""";"""""";"""""";"""""";"""""";""""""
47000DT;235000km;12.2014;Essence;Automatique;7cv;Traction;Berline;26.03.2024;Ariana;Audi;A4;Série3Phase2(8K2);"""""";"""""";"""""";"""""";"""""";""""""
72000DT;47500km;01.2020;Essence;Manuelle;5cv;Traction;Berline;26.03.2024;BenArous;Volkswagen;Golf7;VIIPhase25Portes;"""""";"""""";"""""";"""""";"""""";""""""
98000DT;147000km;01.2009;Essence;Automatique;19cv;Traction;Berline;26.03.2024;Tunis;Mercedes-Benz;ClasseS;"""""";Noir;"""""";Cuirintégral;3;"""""";""""""
125500DT;165000km;04.2010;Essence;Automatique;18cv;Traction;Berline;26.03.2024;Tunis;Mercedes-Benz;ClasseS;"""""";Noir;"""""";Cuirintégral;3;"""""";""""""
142000DT;90000km;06.2019;Essence;Automatique;7cv;Traction;Berline;26.03.2024;Tunis;BMW;Série4GranCoupé;"""""";Bleu;Noir;Cuirintégral;5;4;1498cm³
153500DT;31000km;06.2022;Essence;Automatique;11cv;Propulsion;Pickup;26.03.2024;Tunis;Cupra;Formentor;"""""";Autre;Noir;Cuirintégral;5;4;1998cm³
220000DT;186000km;01.2016;Diesel;Automatique;15cv;Propulsion;Berline;26.03.2024;Ariana;BMW;Série7;"""""";Noir;Autre;Cuirintégral;5;4;3000cm³
175600DT;128000km;06.2019;Essence;Automatique;8cv;Traction;Berline;26.03.2024;Tunis;Mercedes-Benz;ClasseC;"""""";Noir;"""""";Cuirintégral;2;"""""";""""""
165000DT;50000km;01.2021;Hybriderechargeableessence;Automatique;6cv;Traction;Utilitaire;26.03.2024;Tunis;Mercedes-Benz;ClasseA;"""""";Noir;Noir;Cuirintégral;5;5;1332cm³
74500DT;83000km;08.2018;Essence;Manuelle;4cv;Propulsion;Utilitaire;26.03.2024;Tunis;Volkswagen;Golf7;"""""";Noir;Gris;Tissu;5;5;999.0cm³
28900DT;116000km;12.2018;Essence;Manuelle;5cv;Traction;Berline;26.03.2024;BenArous;Peugeot;301;"""""";Grisanthracite;Noir;Tissu;5;4;1198cm³
57000DT;100000km;09.2020;Essence;Manuelle;5cv;Traction;Citadine;26.03.2024;Sousse;KIA;Rio5p;IVPhase2;"""""";"""""";"""""";"""""";"""""";""""""
45000DT;83000km;05.2011;Essence;Automatique;7cv;Traction;Citadine;26.03.2024;Ariana;Mini;CooperS;"""""";Grisanthracite;Rouge;Similicuir;5;2;1598cm³
31900DT;87000km;03.2017;Essence;Manuelle;4cv;Traction;Citadine;26.03.2024;BenArous;Toyota;Aygo;"""""";Blanc;Noir;Tissu;5;4;999cm³
65000DT;109000km;10.2007;Essence;Automatique;16cv;Traction;Berline;26.03.2024;BenArous;Hyundai;Centennial;"""""";Noir;Noir;Similicuir;5;4;4498cm³
59000DT;93000km;04.2019;Essence;Automatique;7cv;Traction;SUV/4x4;26.03.2024;BenArous;MG;ZS;"""""";Noir;Rouge;Similicuir;5;4;1498cm³
35000DT;91000km;05.2021;Diesel;Manuelle;5cv;Traction;Utilitaire;26.03.2024;BenArous;Fiat;Fiorino;"""""";Blanc;Noir;Tissu;4;3;1298cm³
57000DT;117000km;11.2015;Essence;Automatique;6cv;Traction;SUV/4x4;26.03.2024;Tunis;Nissan;Qashqai;"""""";Blanc;Noir;Similicuir;5;4;1198cm³
99000DT;132000km;02.2019;Essence;Automatique;11cv;Traction;SUV/4x4;26.03.2024;Tunis;Honda;CR-V;"""""";Bleu;Beige;Similicuir;5;4;1498cm³
87500DT;99000km;11.2019;Essence;Manuelle;6cv;Propulsion;Utilitaire;26.03.2024;Tunis;Volkswagen;Golf7;"""""";Grisanthracite;Gris;Alcantara;5;5;999.0cm³
108000DT;160000km;08.2015;Essence;Automatique;10cv;Traction;Berline;26.03.2024;Tunis;BMW;Série5;(F10LCI)Berline;"""""";"""""";"""""";"""""";"""""";""""""
113500DT;69000km;09.2019;Diesel;Automatique;7cv;Propulsion;SUV/4x4;26.03.2024;Tunis;KIA;Sportage;IVPhase2(Fab.Slovaquie);"""""";"""""";"""""";"""""";"""""";""""""
153500DT;120000km;10.2019;Essence;Automatique;9cv;Propulsion;Utilitaire;26.03.2024;Tunis;Mercedes-Benz;CLA;(117)CoupéPhase2;"""""";"""""";"""""";"""""";"""""";""""""
159000DT;198000km;07.2012;Essence;Automatique;21cv;Traction;SUV/4x4;26.03.2024;Tunis;Porsche;Cayenne;92A;"""""";"""""";"""""";"""""";"""""";""""""
95000DT;18000km;03.2016;Essence;Automatique;6cv;Propulsion;Citadine;26.03.2024;Nabeul;BMW;Série1;(F20)LCI5portes;"""""";"""""";"""""";"""""";"""""";""""""
86000DT;32000km;11.2019;Essence;Automatique;9cv;Traction;SUV/4x4;26.03.2024;Tunis;Haval;H6;"""""";Noir;Marron;Cuirintégral;5;5;1599cm³
69000DT;40000km;08.2019;Essence;Automatique;9cv;Traction;SUV/4x4;26.03.2024;Tunis;Haval;H2;"""""";Marron;Marron;Cuirintégral;5;5;1599cm³
